,id_x,release_date_x,movie,production_budget,domestic_gross_x,worldwide_gross,release_year,title,studio,foreign_gross,year,genre_ids,popularity,movie_id,runtime_minutes,genres
718,82,2017-04-14,The Lost City of Z,30000000.0,8574339.0,17121823.0,2017,The Lost City of Z,BST,10700000.0,2017,"[12, 18, 36]",11.048,tt1212428,141.0,"Adventure,Biography,Drama"
719,84,2017-02-03,The Space Between Us,30000000.0,7885294.0,16481405.0,2017,The Space Between Us,STX,6900000.0,2017,"[10749, 12, 878, 18]",14.437,tt3922818,120.0,"Adventure,Drama,Romance"
720,88,2018-08-31,Kin,30000000.0,5718096.0,10096821.0,2018,Kin,LGF,4300000.0,2018,"[878, 28]",23.805,tt2233624,45.0,"Drama,Music"
721,88,2018-08-31,Kin,30000000.0,5718096.0,10096821.0,2018,Kin,LGF,4300000.0,2018,"[878, 28]",23.805,tt6017942,102.0,"Action,Drama,Sci-Fi"
722,90,2017-09-22,Stronger,30000000.0,4211129.0,8786752.0,2017,Stronger,RAtt.,4200000.0,2017,[18],7.836,tt3881784,119.0,"Biography,Drama"
723,90,2017-09-22,Stronger,30000000.0,4211129.0,8786752.0,2017,Stronger,RAtt.,4200000.0,2017,[18],7.836,tt5738152,125.0,Drama
724,90,2017-09-22,Stronger,30000000.0,4211129.0,8786752.0,2017,Stronger,RAtt.,4200000.0,2017,[18],7.836,tt7130472,47.0,"Action,Sport"
725,99,2011-09-23,Machine Gun Preacher,30000000.0,538690.0,3721988.0,2011,Machine Gun Preacher,Rela.,2800000.0,2011,"[28, 53, 80]",9.12,tt1586752,129.0,"Action,Biography,Crime"
726,100,2018-02-02,Bilal: A New Breed of Hero,30000000.0,490973.0,648599.0,2018,Bilal: A New Breed of Hero,VE,1700000.0,2018,"[28, 12, 16]",2.707,tt3576728,105.0,"Action,Adventure,Animation"
727,13,2017-02-24,Collide,29200000.0,2280004.0,5466698.0,2017,Collide,ORF,2500000.0,2017,"[53, 28]",9.035,tt2126235,99.0,"Action,Crime,Thriller"
728,14,2015-05-15,Pitch Perfect 2,29000000.0,184296230.0,287625468.0,2015,Pitch Perfect 2,Uni.,103200000.0,2015,"[35, 10402]",18.469,tt2848292,115.0,"Comedy,Music"
729,17,2016-04-08,The Boss,29000000.0,63077560.0,78652207.0,2016,The Boss,Uni.,15600000.0,2016,[35],11.442,tt2702724,99.0,Comedy
730,21,2017-08-18,Logan Lucky,29000000.0,27778642.0,44264271.0,2017,Logan Lucky,BST,20700000.0,2017,"[28, 35, 80, 18]",15.743,tt5439796,118.0,"Comedy,Crime,Drama"
731,22,2016-08-12,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,2016,Florence Foster Jenkins,Par.,21500000.0,2016,"[35, 18]",8.453,tt4136084,111.0,"Biography,Comedy,Drama"
732,35,2015-08-14,Straight Outta Compton,28000000.0,161197785.0,202182981.0,2015,Straight Outta Compton,Uni.,40400000.0,2015,"[18, 10402]",11.731,tt1398426,147.0,"Biography,Drama,History"
733,35,2015-08-14,Straight Outta Compton,28000000.0,161197785.0,202182981.0,2015,Straight Outta Compton,Uni.,40400000.0,2015,"[18, 10402]",11.731,tt1398426,147.0,"Biography,Drama,History"
734,36,2017-07-21,Girls Trip,28000000.0,115108515.0,140886353.0,2017,Girls Trip,Uni.,25400000.0,2017,[35],8.589,tt3564472,122.0,"Comedy,Drama"
735,40,2017-11-01,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,2017,A Bad Moms Christmas,STX,58400000.0,2017,[35],16.604,tt6359956,104.0,"Adventure,Comedy"
736,40,2017-11-01,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,2017,A Bad Moms Christmas,STX,58400000.0,2017,[35],16.604,tt6359956,104.0,"Adventure,Comedy"
737,41,2013-02-14,Safe Haven,28000000.0,71399120.0,94050951.0,2013,Safe Haven,Rela.,26200000.0,2013,[10749],9.095,tt1702439,115.0,"Drama,Romance,Thriller"
738,41,2013-02-14,Safe Haven,28000000.0,71399120.0,94050951.0,2013,Safe Haven,Rela.,26200000.0,2013,[10749],9.095,tt5073094,120.0,Horror
739,42,2015-12-11,The Big Short,28000000.0,70259870.0,133162752.0,2015,The Big Short,Par.,63200000.0,2015,"[35, 18]",14.327,tt1596363,130.0,"Biography,Comedy,Drama"
740,44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,66954149.0,101379287.0,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,34400000.0,2014,"[10751, 35]",6.783,tt1698641,81.0,"Comedy,Family"
741,46,2013-01-28,Last Vegas,28000000.0,63914167.0,112914167.0,2013,Last Vegas,CBS,70500000.0,2013,[35],6.533,tt1204975,105.0,"Comedy,Drama"
742,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt1967669,91.0,Drama
743,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt2854926,100.0,Comedy
744,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt4049714,5.0,"Adventure,Documentary"
745,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt4439120,85.0,"Action,Fantasy,Horror"
746,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt5908018,76.0,Animation
747,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],1.4,tt8430862,46.0,"Action,Comedy"
748,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt1967669,91.0,Drama
749,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt2854926,100.0,Comedy
750,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt4049714,5.0,"Adventure,Documentary"
751,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt4439120,85.0,"Action,Fantasy,Horror"
752,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt5908018,76.0,Animation
753,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",18.5,tt8430862,46.0,"Action,Comedy"
754,60,2011-08-12,30 Minutes or Less,28000000.0,37053924.0,40966716.0,2011,30 Minutes or Less,Sony,3500000.0,2011,"[28, 12, 35]",11.315,tt1622547,83.0,"Action,Comedy,Crime"
755,64,2014-02-21,3 Days to Kill,28000000.0,30697999.0,38959900.0,2014,3 Days to Kill,Rela.,21900000.0,2014,"[28, 18, 53, 80]",11.011,tt2172934,117.0,"Action,Drama,Thriller"
756,65,2013-08-16,Kick-Ass 2,28000000.0,28795985.0,63129909.0,2013,Kick-Ass 2,Uni.,32000000.0,2013,"[28, 12, 80]",14.793,tt1650554,103.0,"Action,Comedy,Crime"
757,67,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,2014,A Walk Among the Tombstones,Uni.,26900000.0,2014,"[80, 18, 9648, 53]",19.373,tt0365907,114.0,"Action,Crime,Drama"
758,69,2014-04-25,Brick Mansions,28000000.0,20396829.0,73421224.0,2014,Brick Mansions,Rela.,48500000.0,2014,"[28, 80, 18]",9.194,tt1430612,90.0,"Action,Crime"
759,72,2015-08-21,American Ultra,28000000.0,14439985.0,30295028.0,2015,American Ultra,LGF,12700000.0,2015,"[35, 28]",9.97,tt3316948,96.0,"Action,Comedy,Sci-Fi"
760,74,2016-02-05,Pride and Prejudice and Zombies,28000000.0,10907291.0,16638300.0,2016,Pride and Prejudice and Zombies,SGem,5500000.0,2016,"[10749, 27, 35, 53]",9.086,tt1374989,108.0,"Action,Comedy,Horror"
761,86,2012-01-13,Joyful Noise,27500000.0,30932113.0,31157914.0,2012,Joyful Noise,WB,226000.0,2012,"[35, 10402]",6.787000000000001,tt1710396,118.0,"Comedy,Drama,Music"
762,90,2011-10-28,Anonymous,27500000.0,4463292.0,15815509.0,2011,Anonymous,Sony,10900000.0,2011,"[18, 36, 53]",8.113999999999999,tt1521197,130.0,"Drama,Thriller"
763,90,2011-10-28,Anonymous,27500000.0,4463292.0,15815509.0,2011,Anonymous,Sony,10900000.0,2011,"[18, 36, 53]",8.113999999999999,tt7632298,60.0,"Action,Comedy,Mystery"
764,91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Limitless,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt1219289,105.0,"Mystery,Sci-Fi,Thriller"
765,91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Limitless,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt4597838,3.0,"Biography,Documentary"
766,91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Limitless,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt6084030,57.0,Documentary
767,98,2016-05-13,Money Monster,27000000.0,41012075.0,93466095.0,2016,Money Monster,TriS,52300000.0,2016,"[53, 18]",11.134,tt2241351,98.0,"Crime,Drama,Thriller"
768,38,2012-08-29,Lawless,26000000.0,37397291.0,54393687.0,2012,Lawless,Wein.,16300000.0,2012,"[80, 18]",12.147,tt1212450,116.0,"Crime,Drama"
769,38,2012-08-29,Lawless,26000000.0,37397291.0,54393687.0,2012,Lawless,Wein.,16300000.0,2012,"[80, 18]",12.147,tt8781832,90.0,"Action,Adventure,Documentary"
770,42,2014-10-17,The Best of Me,26000000.0,26766213.0,41059418.0,2014,The Best of Me,Rela.,9200000.0,2014,"[18, 10749]",8.622,tt1972779,118.0,"Drama,Romance"
771,45,2012-04-27,The Raven,26000000.0,16008272.0,30601801.0,2012,The Raven,Rela.,13600000.0,2012,"[27, 28, 53, 878]",0.6,tt1486192,110.0,"Crime,Mystery,Thriller"
772,45,2012-04-27,The Raven,26000000.0,16008272.0,30601801.0,2012,The Raven,Rela.,13600000.0,2012,"[80, 53, 9648]",8.635,tt1486192,110.0,"Crime,Mystery,Thriller"
773,50,2013-10-18,The Fifth Estate,26000000.0,3254172.0,6154172.0,2013,The Fifth Estate,BV,5300000.0,2013,"[18, 53]",6.6110000000000015,tt1837703,128.0,"Biography,Drama,Thriller"
774,52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,Blood Ties,ALP,,2011,"[53, 80, 18]",12.003,tt1679620,87.0,Drama
775,52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,Blood Ties,ALP,,2011,"[53, 80, 18]",12.003,tt1747958,127.0,"Action,Crime,Drama"
776,52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,Blood Ties,ALP,,2011,"[53, 80, 18]",12.003,tt2941230,83.0,"Documentary,Drama,Family"
777,52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,Blood Ties,ALP,,2011,"[53, 80, 18]",12.003,tt3882558,120.0,Action
778,63,2011-08-10,The Help,25000000.0,169705587.0,213120004.0,2011,The Help,BV,46900000.0,2011,[18],12.598,tt1454029,146.0,Drama
779,64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Hidden Figures,Fox,66300000.0,2016,"[18, 36]",14.751,tt4846340,127.0,"Biography,Drama,History"
780,64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Hidden Figures,Fox,66300000.0,2016,"[18, 36]",14.751,tt4846340,127.0,"Biography,Drama,History"
781,67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Ride Along,Uni.,19500000.0,2014,"[28, 35]",10.831,tt1408253,99.0,"Action,Comedy,Crime"
782,67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Ride Along,Uni.,19500000.0,2014,"[28, 35]",10.831,tt2263520,87.0,Action
783,79,2012-12-25,Parental Guidance,25000000.0,77267296.0,120832383.0,2012,Parental Guidance,Fox,42500000.0,2012,[35],10.124,tt1047540,105.0,"Comedy,Family"
784,84,2011-01-21,No Strings Attached,25000000.0,70662220.0,149228078.0,2011,No Strings Attached,Par.,78600000.0,2011,"[35, 10749]",14.203,tt1411238,108.0,"Comedy,Romance"
785,84,2011-01-21,No Strings Attached,25000000.0,70662220.0,149228078.0,2011,No Strings Attached,Par.,78600000.0,2011,"[35, 10749]",14.203,tt6598256,73.0,"Comedy,Drama,Romance"
786,85,2012-01-13,Contraband,25000000.0,66528000.0,98406855.0,2012,Contraband,Uni.,29700000.0,2012,"[53, 28, 18, 80]",12.357,tt1524137,109.0,"Action,Crime,Drama"
787,87,2012-04-20,The Lucky One,25000000.0,60457138.0,96633833.0,2012,The Lucky One,WB,38900000.0,2012,"[18, 10749]",13.14,tt1327194,101.0,"Drama,Romance"
788,95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,2012,The Grey,ORF,25700000.0,2012,"[18, 53, 28, 12]",12.942,tt1601913,117.0,"Action,Adventure,Drama"
789,95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,2012,The Grey,ORF,25700000.0,2012,"[18, 53, 28, 12]",12.942,tt1601913,117.0,"Action,Adventure,Drama"
790,2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,2014,The Giver,Wein.,21900000.0,2014,"[18, 878]",8.687000000000001,tt0435651,97.0,"Drama,Romance,Sci-Fi"
791,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt3530002,101.0,"Adventure,Comedy,Fantasy"
792,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt6006924,81.0,Horror
793,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt6353886,86.0,Documentary
794,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt3530002,101.0,"Adventure,Comedy,Fantasy"
795,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt6006924,81.0,Horror
796,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],9.014,tt6353886,86.0,Documentary
797,15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,2013,August: Osage County,Wein.,36500000.0,2013,"[35, 18]",9.586,tt1322269,121.0,"Comedy,Drama"
798,15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,2013,August: Osage County,Wein.,36500000.0,2013,"[35, 18]",9.586,tt1322269,121.0,"Comedy,Drama"
799,17,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0,2014,Million Dollar Arm,BV,2800000.0,2014,[18],7.771,tt1647668,124.0,"Biography,Drama,Sport"
800,21,2018-09-07,Peppermint,25000000.0,35418723.0,51800758.0,2018,Peppermint,STX,18400000.0,2018,"[53, 28, 18]",32.476,tt6850820,101.0,"Action,Crime,Drama"
801,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt1828325,105.0,Drama
802,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2039393,111.0,"Crime,Drama,Thriller"
803,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2843832,52.0,Documentary
804,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2924336,109.0,"Drama,Thriller"
805,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt9447594,121.0,"Action,Sci-Fi,Thriller"
806,29,2017-02-17,Fist Fight,25000000.0,32187017.0,40286416.0,2017,Fist Fight,WB (NL),8900000.0,2017,[35],9.808,tt3401882,91.0,Comedy
807,32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,2011,The Sitter,Fox,4500000.0,2011,[35],11.571,tt1366344,81.0,Comedy
808,32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,2011,The Sitter,Fox,4500000.0,2011,[35],11.571,tt4697228,97.0,Horror
809,36,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,2014,Draft Day,LG/S,620000.0,2014,[18],10.581,tt2223990,110.0,"Drama,Sport"
810,38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,2017,Rings,Par.,55300000.0,2017,[27],13.53,tt0498381,102.0,"Drama,Horror,Mystery"
811,43,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,2011,Don't Be Afraid of the Dark,FD,12900000.0,2011,"[14, 27, 53]",8.405,tt1270761,99.0,"Fantasy,Horror,Thriller"
812,50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,2011,The Eagle,Focus,7600000.0,2011,"[12, 18]",8.443,tt1034389,114.0,"Action,Adventure,Drama"
813,50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,2011,The Eagle,Focus,7600000.0,2011,"[12, 18]",8.443,tt5130954,11.0,Documentary
814,52,2011-09-02,Shark Night 3D,25000000.0,18877153.0,18877153.0,2011,Shark Night 3D,Rela.,21300000.0,2011,"[27, 53]",7.879,tt1633356,90.0,"Horror,Thriller"
815,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],12.45,tt1966359,113.0,"Adventure,Comedy,Drama"
816,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],12.45,tt2925960,58.0,Documentary
817,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],12.45,tt1966359,113.0,"Adventure,Comedy,Drama"
818,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],12.45,tt2925960,58.0,Documentary
819,58,2013-10-25,The Counselor,25000000.0,16973715.0,71009334.0,2013,The Counselor,Fox,54000000.0,2013,"[53, 80, 18]",10.55,tt2193215,117.0,"Crime,Drama,Thriller"
820,60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Mary Queen of Scots,Focus,29900000.0,2018,"[18, 36]",16.115,tt1555069,119.0,"Biography,Drama,History"
821,60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Mary Queen of Scots,Focus,29900000.0,2018,"[18, 36]",16.115,tt2328900,124.0,"Biography,Drama,History"
822,74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,2011,Warrior,LGF,9400000.0,2011,[18],15.478,tt1291584,140.0,"Drama,Sport"
823,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,[35],0.6,tt4622512,121.0,"Biography,Comedy,Drama"
824,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,"[35, 18, 36]",11.988,tt4622512,121.0,"Biography,Comedy,Drama"
825,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,"[35, 18, 36]",11.988,tt4622512,121.0,"Biography,Comedy,Drama"
826,78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,2015,The 33,WB,12700000.0,2015,"[18, 36]",9.993,tt2006295,127.0,"Biography,Drama,History"
827,80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,2011,The Conspirator,RAtt.,3900000.0,2011,"[80, 18, 36]",6.4929999999999986,tt0968264,122.0,"Crime,Drama,History"
828,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],5.872000000000001,tt1226837,120.0,"Biography,Drama"
829,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],5.872000000000001,tt1533013,100.0,Drama
830,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],17.409000000000002,tt1226837,120.0,"Biography,Drama"
831,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],17.409000000000002,tt1533013,100.0,Drama
832,8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,2017,Tulip Fever,Wein.,5900000.0,2017,"[18, 10749]",9.89,tt0491203,105.0,"Drama,History,Romance"
833,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt2577542,134.0,Horror
834,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3409352,34.0,"Biography,Documentary"
835,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3555036,168.0,"Action,Drama"
836,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3569230,132.0,"Biography,Crime,Drama"
837,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt2577542,134.0,Horror
838,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3409352,34.0,"Biography,Documentary"
839,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3555036,168.0,"Action,Drama"
840,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3569230,132.0,"Biography,Crime,Drama"
841,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt2577542,134.0,Horror
842,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3409352,34.0,"Biography,Documentary"
843,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3555036,168.0,"Action,Drama"
844,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3569230,132.0,"Biography,Crime,Drama"
845,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt2577542,134.0,Horror
846,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3409352,34.0,"Biography,Documentary"
847,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3555036,168.0,"Action,Drama"
848,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3569230,132.0,"Biography,Crime,Drama"
849,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt2577542,134.0,Horror
850,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3409352,34.0,"Biography,Documentary"
851,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3555036,168.0,"Action,Drama"
852,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",10.195,tt3569230,132.0,"Biography,Crime,Drama"
853,12,2016-01-29,Jane Got a Gun,25000000.0,1513793.0,3771345.0,2016,Jane Got a Gun,Wein.,,2016,"[28, 18, 37]",8.825,tt2140037,98.0,"Action,Drama,Western"
854,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt0337692,124.0,"Adventure,Drama,Romance"
855,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt2404548,90.0,Drama
856,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt3872966,87.0,Documentary
857,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt4339118,89.0,Drama
858,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt5389486,39.0,Documentary
859,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",8.919,tt5647250,121.0,Drama
860,36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,2014,Think Like a Man Too,SGem,5000000.0,2014,"[35, 10749]",8.25,tt2239832,106.0,"Comedy,Romance"
861,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],12.753,tt2671706,139.0,Drama
862,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],12.753,tt3197696,117.0,"Drama,Family"
863,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],12.753,tt2671706,139.0,Drama
864,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],12.753,tt3197696,117.0,"Drama,Family"
865,58,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,2011,I Don't Know How She Does It,Wein.,20900000.0,2011,"[10749, 35]",8.271,tt1742650,89.0,"Comedy,Romance"
866,60,2013-12-20,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Dhoom 3,Yash,80000000.0,2013,"[28, 53]",6.797999999999999,tt1833673,172.0,"Action,Thriller"
867,71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,2018,Green Book,Uni.,234700000.0,2018,"[18, 35]",36.284,tt6966692,130.0,"Biography,Comedy,Drama"
868,73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,2015,The Wedding Ringer,SGem,15300000.0,2015,[35],15.876,tt0884732,101.0,Comedy
869,76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,2011,The Ides of March,Sony,35000000.0,2011,[18],10.127,tt1124035,101.0,"Drama,Thriller"
870,78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,2018,The Hate U Give,Fox,5200000.0,2018,"[80, 18]",19.135,tt5580266,133.0,"Crime,Drama"
