,id_x,release_date_x,movie,production_budget,domestic_gross_x,worldwide_gross,release_year,title,studio,foreign_gross,year,genre_ids,popularity,movie_id,runtime_minutes,genres
341,68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Jack Reacher,Par.,138300000.0,2012,"[80, 18, 53, 28]",18.312,tt0790724,130.0,"Action,Crime,Thriller"
342,71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,2011,Contagion,WB,59800000.0,2011,"[18, 53, 878]",10.444,tt1598778,106.0,"Action,Drama,Thriller"
343,80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,2016,London Has Fallen,Focus,143200000.0,2016,"[28, 53]",15.287,tt3300542,99.0,"Action,Thriller"
344,85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,Jack Reacher: Never Go Back,Par.,103400000.0,2016,"[28, 53]",17.085,tt3393786,118.0,"Action,Thriller"
345,85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,Jack Reacher: Never Go Back,Par.,103400000.0,2016,"[28, 53]",17.085,tt3393786,118.0,"Action,Thriller"
346,86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2017,Baywatch,Par.,119800000.0,2017,"[28, 35]",14.429,tt1469304,116.0,"Action,Comedy,Crime"
347,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt1465490,75.0,Drama
348,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt2327665,53.0,Documentary
349,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt2446980,124.0,Drama
350,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt6180144,80.0,Drama
351,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt8731858,4.0,Documentary
352,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",10.305,tt8917752,99.0,Drama
353,89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,2012,ParaNorman,Focus,51100000.0,2012,"[10751, 16, 12, 35]",13.32,tt1623288,92.0,"Adventure,Animation,Comedy"
354,94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,2014,The Boxtrolls,Focus,58400000.0,2014,"[16, 35, 10751, 14]",11.219,tt0787474,96.0,"Adventure,Animation,Comedy"
355,95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,2017,The Dark Tower,Sony,62500000.0,2017,"[28, 14, 878, 37, 27]",15.517,tt1648190,95.0,"Action,Adventure,Fantasy"
356,97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,2014,Jack Ryan: Shadow Recruit,Par.,84900000.0,2014,"[28, 18, 53]",11.061,tt1205537,105.0,"Action,Drama,Thriller"
357,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[53, 878, 28, 12]",14.640999999999998,tt3480796,96.0,"Action,Adventure,Sci-Fi"
358,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[53, 878, 28, 12]",14.640999999999998,tt6266538,132.0,"Biography,Comedy,Drama"
359,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[18, 36, 35]",20.125,tt3480796,96.0,"Action,Adventure,Sci-Fi"
360,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[18, 36, 35]",20.125,tt6266538,132.0,"Biography,Comedy,Drama"
361,4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,2013,Gangster Squad,WB,59200000.0,2013,"[80, 18, 28, 53]",13.029000000000002,tt1321870,113.0,"Action,Crime,Drama"
362,5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,2017,Smurfs: The Lost Village,Sony,152200000.0,2017,"[12, 16, 35, 10751]",15.663,tt2398241,90.0,"Adventure,Animation,Comedy"
363,6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,First Man,Uni.,60800000.0,2018,"[36, 18]",22.958,tt1213641,141.0,"Biography,Drama,History"
364,6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,First Man,Uni.,60800000.0,2018,"[36, 18]",22.958,tt7027210,92.0,Documentary
365,18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,2012,Trouble with the Curve,WB,13200000.0,2012,"[18, 10749]",8.548,tt2083383,111.0,"Drama,Sport"
366,26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,2013,The Mortal Instruments: City of Bones,SGem,64200000.0,2013,"[28, 12, 18, 9648, 10749, 14]",16.484,tt1538403,130.0,"Action,Fantasy,Horror"
367,29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,2011,Priest,SGem,49200000.0,2011,"[14, 27]",15.318,tt0822847,87.0,"Action,Adventure,Fantasy"
368,47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,2017,Rock Dog,LG/S,,2017,"[12, 16, 35, 10751, 10402]",10.362,tt2822672,90.0,"Adventure,Animation,Comedy"
369,48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,2015,Mortdecai,LGF,39600000.0,2015,"[35, 12]",13.263,tt3045616,107.0,"Action,Comedy,Crime"
370,54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,2018,Sherlock Gnomes,Par.,47100000.0,2018,"[10749, 16, 35, 10751, 14, 9648, 12]",12.987,tt2296777,86.0,"Adventure,Animation,Comedy"
371,56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,2016,Deadpool,Fox,420000000.0,2016,"[28, 12, 35]",35.067,tt1431045,108.0,"Action,Adventure,Comedy"
372,57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,American Sniper,WB,197300000.0,2014,"[10752, 28]",18.473,tt2179136,133.0,"Action,Biography,Drama"
373,57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,American Sniper,WB,197300000.0,2014,"[10752, 28]",18.473,tt2179136,133.0,"Action,Biography,Drama"
374,58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Goosebumps,Sony,70100000.0,2015,"[12, 27, 35]",18.957,tt1051904,103.0,"Adventure,Comedy,Family"
375,58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Goosebumps,Sony,70100000.0,2015,"[12, 27, 35]",18.957,tt1051904,103.0,"Adventure,Comedy,Family"
376,61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,2012,Red Tails,Fox,489000.0,2012,"[18, 28, 12, 36, 10752]",10.247,tt0485985,125.0,"Action,Adventure,Drama"
377,63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,2013,The Internship,Fox,48800000.0,2013,[35],0.6,tt2234155,119.0,Comedy
378,71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,2012,That's My Boy,Sony,20800000.0,2012,[35],12.817,tt1232200,116.0,Comedy
379,73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,2012,Ghost Rider: Spirit of Vengeance,Sony,80800000.0,2012,"[28, 14, 53]",18.678,tt1071875,96.0,"Action,Fantasy,Thriller"
380,77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,2014,Into the Woods,BV,85100000.0,2014,"[14, 35]",13.726,tt2180411,125.0,"Adventure,Comedy,Drama"
381,84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,2018,Bohemian Rhapsody,Fox,687200000.0,2018,"[18, 10402]",37.197,tt1727824,134.0,"Biography,Drama,Music"
382,91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,2017,Fifty Shades Darker,Uni.,267000000.0,2017,"[18, 10749]",12.083,tt4465564,118.0,"Drama,Romance"
383,92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,2013,Captain Phillips,Sony,111700000.0,2013,"[28, 18, 53]",15.483,tt1535109,134.0,"Biography,Drama,Thriller"
384,96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,2014,The Equalizer,Sony,90800000.0,2014,"[53, 28, 80]",28.942,tt0455944,132.0,"Action,Crime,Thriller"
385,97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,2018,Fifty Shades Freed,Uni.,271500000.0,2018,"[18, 10749]",22.512,tt4477536,105.0,"Drama,Romance,Thriller"
386,5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,2015,Paddington,W/Dim.,191800000.0,2015,"[35, 12, 10751]",13.565,tt1109624,95.0,"Adventure,Comedy,Family"
387,16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,2013,Free Birds,Rela.,54600000.0,2013,"[16, 35, 10751]",11.062,tt1621039,91.0,"Adventure,Animation,Comedy"
388,20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,2014,Muppets Most Wanted,BV,29200000.0,2014,"[35, 12, 80, 10751]",9.118,tt2281587,107.0,"Adventure,Comedy,Crime"
389,22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,2016,Kubo and the Two Strings,Focus,21900000.0,2016,"[16, 12, 10751]",13.847,tt4302938,101.0,"Action,Adventure,Animation"
390,27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,2012,The Watch,Fox,32900000.0,2012,"[28, 35, 878]",10.228,tt1298649,102.0,"Action,Comedy,Horror"
391,33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Crimson Peak,Uni.,43600000.0,2015,"[18, 14, 27, 9648, 10749, 53]",9.897,tt2554274,119.0,"Drama,Fantasy,Horror"
392,33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Crimson Peak,Uni.,43600000.0,2015,"[18, 14, 27, 9648, 10749, 53]",9.897,tt2554274,119.0,"Drama,Fantasy,Horror"
393,42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,2013,Bullet to the Head,WB,,2013,"[28, 80, 53]",17.574,tt1308729,92.0,"Action,Crime,Thriller"
394,59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,Black Mass,WB,37200000.0,2015,"[18, 80]",14.646,tt1355683,123.0,"Biography,Crime,Drama"
395,59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,Black Mass,WB,37200000.0,2015,[27],0.959,tt1355683,123.0,"Biography,Crime,Drama"
396,66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Zero Dark Thirty,Sony,37100000.0,2012,"[53, 18, 36]",14.239,tt1790885,157.0,"Drama,Thriller"
397,72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,2011,The Change-Up,Uni.,38400000.0,2011,[35],12.122,tt1488555,112.0,"Comedy,Fantasy"
398,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,[],0.84,tt2121250,116.0,Crime
399,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,[],0.84,tt3166734,80.0,"Drama,Horror,Mystery"
400,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,[],0.84,tt4244998,96.0,"Adventure,Drama,Family"
401,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,[],0.84,tt6313896,90.0,"Crime,Drama,Fantasy"
402,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,"[12, 18]",24.536,tt2121250,116.0,Crime
403,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,"[12, 18]",24.536,tt3166734,80.0,"Drama,Horror,Mystery"
404,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,"[12, 18]",24.536,tt4244998,96.0,"Adventure,Drama,Family"
405,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,"[12, 18]",24.536,tt6313896,90.0,"Crime,Drama,Fantasy"
406,81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,2011,The Adjustment Bureau,Uni.,65400000.0,2011,"[878, 53, 10749]",13.717,tt1385826,106.0,"Romance,Sci-Fi,Thriller"
407,84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,2012,Ted,Uni.,330600000.0,2012,"[35, 14]",14.475,tt1637725,106.0,"Comedy,Fantasy"
408,85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,2014,22 Jump Street,Sony,139600000.0,2014,"[80, 35, 28]",11.175999999999998,tt2294449,112.0,"Action,Comedy,Crime"
409,91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,2016,Central Intelligence,WB (NL),89500000.0,2016,"[28, 35, 9648]",14.478,tt1489889,107.0,"Action,Comedy,Crime"
410,92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,2013,Anchorman 2: The Legend Continues,Par.,46300000.0,2013,[35],12.08,tt1229340,119.0,Comedy
411,93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,2011,Super 8,Par.,133100000.0,2011,"[53, 878, 9648]",14.39,tt1650062,112.0,"Mystery,Sci-Fi,Thriller"
412,96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,2018,Creed II,MGM,98300000.0,2018,[18],26.907,tt6343314,130.0,"Drama,Sport"
413,97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,2018,Peter Rabbit,Sony,236000000.0,2018,"[16, 12, 10751]",15.974,tt5117670,95.0,"Adventure,Animation,Comedy"
414,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt0804509,100.0,"Comedy,Drama"
415,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt2130270,103.0,"Comedy,Crime,Drama"
416,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt7959026,116.0,"Crime,Drama,Thriller"
417,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 18, 53]",33.83,tt0804509,100.0,"Comedy,Drama"
418,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 18, 53]",33.83,tt2130270,103.0,"Comedy,Crime,Drama"
419,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 18, 53]",33.83,tt7959026,116.0,"Crime,Drama,Thriller"
420,2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,Non-Stop,Uni.,130600000.0,2014,"[10770, 18, 9648, 53]",2.264,tt2024469,106.0,"Action,Mystery,Thriller"
421,2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,Non-Stop,Uni.,130600000.0,2014,"[28, 53, 9648]",13.562,tt2024469,106.0,"Action,Mystery,Thriller"
422,7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,2017,The Emoji Movie,Sony,131699999.0,2017,"[16, 10751, 35]",14.88,tt4877122,86.0,"Adventure,Animation,Comedy"
423,9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,The Post,Fox,97900000.0,2017,"[18, 36]",15.550999999999998,tt6294822,116.0,"Biography,Drama,History"
424,9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,The Post,Fox,97900000.0,2017,"[18, 36]",15.550999999999998,tt6294822,116.0,"Biography,Drama,History"
425,14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,2011,We Bought a Zoo,Fox,44500000.0,2011,"[18, 35, 10751]",9.931,tt1389137,124.0,"Comedy,Drama,Family"
426,15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,2011,Moneyball,Sony,34600000.0,2011,[18],15.393,tt1210166,133.0,"Biography,Drama,Sport"
427,26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,2012,American Reunion,Uni.,178000000.0,2012,[35],17.199,tt1605630,113.0,Comedy
428,32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,American Made,Uni.,83500000.0,2017,"[28, 80]",16.748,tt3532216,115.0,"Action,Biography,Comedy"
429,32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,American Made,Uni.,83500000.0,2017,"[28, 80]",16.748,tt3532216,115.0,"Action,Biography,Comedy"
430,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,[18],16.464000000000002,tt1872194,141.0,"Crime,Drama"
431,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,[18],16.464000000000002,tt6246092,76.0,Documentary
432,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,"[99, 99]",0.6,tt1872194,141.0,"Crime,Drama"
433,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,"[99, 99]",0.6,tt6246092,76.0,Documentary
434,45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,2016,War Dogs,WB,43200000.0,2016,"[35, 80, 18]",10.654000000000002,tt2005151,114.0,"Comedy,Crime,Drama"
435,56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,2016,The Nice Guys,WB,26500000.0,2016,"[35, 80, 9648]",13.743,tt3799694,116.0,"Action,Comedy,Crime"
436,64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,2016,Zoolander 2,Par.,27900000.0,2016,[35],12.997,tt1608290,101.0,Comedy
437,70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,2015,Run All Night,WB,45200000.0,2015,"[28, 18, 53]",17.592,tt2199571,114.0,"Action,Drama,Thriller"
438,78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,Your Highness,Uni.,3300000.0,2011,"[14, 18, 28, 35, 878]",0.6,tt1240982,102.0,"Adventure,Comedy,Fantasy"
439,78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,Your Highness,Uni.,3300000.0,2011,"[35, 12, 14]",12.254,tt1240982,102.0,"Adventure,Comedy,Fantasy"
440,79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,2016,Snowden,ORF,15700000.0,2016,"[18, 36, 80, 53]",13.703,tt3774114,134.0,"Biography,Drama,Thriller"
441,80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,2011,Dream House,Uni.,17200000.0,2011,"[18, 53, 9648]",9.047,tt1462041,84.0,"Drama,Mystery,Thriller"
442,81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,2016,Free State of Jones,STX,4200000.0,2016,"[28, 18, 36, 10752]",8.574,tt1124037,139.0,"Action,Biography,Drama"
443,91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,2011,Drive Angry,Sum.,18200000.0,2011,"[14, 53, 28, 80]",14.095999999999998,tt1502404,104.0,"Action,Fantasy,Thriller"
444,98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,2018,Early Man,LGF,46400000.0,2018,"[10751, 35, 16, 12]",16.675,tt4701724,89.0,"Adventure,Animation,Comedy"
445,2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,2015,Child 44,LG/S,11700000.0,2015,"[80, 53]",26.386,tt1014763,137.0,"Crime,Drama,History"
446,4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,Upside Down,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt1374992,109.0,"Drama,Fantasy,Romance"
447,4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,Upside Down,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt2105043,81.0,Drama
448,4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,Upside Down,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt5105628,70.0,"Biography,Documentary,Family"
449,5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Shanghai,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt1092634,105.0,"Crime,Drama,Mystery"
450,5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Shanghai,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt2072227,120.0,"Crime,Mystery,Thriller"
451,5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Shanghai,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt5424576,120.0,Drama
452,11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2015,Chappie,Sony,70500000.0,2015,"[80, 28, 878]",24.52,tt1823672,120.0,"Action,Crime,Drama"
453,13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,2012,Anna Karenina,Focus,56100000.0,2012,"[18, 10749]",9.987,tt1781769,129.0,"Drama,Romance"
454,18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,2015,Taken 3,Fox,237200000.0,2015,"[53, 28]",27.679,tt2446042,108.0,"Action,Thriller"
455,20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2018,Instant Family,Par.,53200000.0,2018,"[35, 18]",22.634,tt7401588,118.0,"Comedy,Drama"
456,32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,2016,The Infiltrator,BG,,2016,"[80, 18, 53]",9.588,tt1355631,127.0,"Biography,Crime,Drama"
457,34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Arrival,Par.,102800000.0,2016,"[18, 878, 9648]",25.442,tt2543164,116.0,"Drama,Mystery,Sci-Fi"
458,34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Arrival,Par.,102800000.0,2016,"[18, 878, 9648]",25.442,tt2543164,116.0,"Drama,Mystery,Sci-Fi"
459,48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,2013,Prisoners,WB,61100000.0,2013,"[18, 53, 80]",14.358,tt1392214,153.0,"Crime,Drama,Mystery"
460,54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,2012,Taken 2,Fox,236300000.0,2012,"[28, 80, 53]",16.078,tt1397280,92.0,"Action,Thriller"
461,58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,Uni.,80500000.0,2017,"[35, 10402]",14.89,tt4765284,93.0,"Comedy,Music"
462,58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,Uni.,80500000.0,2017,"[35, 10402]",14.89,tt4765284,93.0,"Comedy,Music"
463,64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,2011,The Muppets,BV,76600000.0,2011,"[35, 10751, 10402]",11.324000000000002,tt1204342,103.0,"Adventure,Comedy,Family"
464,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,[53],1.595,tt2387589,80.0,Thriller
465,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,[53],1.595,tt3631112,112.0,"Crime,Drama,Mystery"
466,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",11.927,tt2387589,80.0,Thriller
467,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",11.927,tt3631112,112.0,"Crime,Drama,Mystery"
468,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",11.927,tt2387589,80.0,Thriller
469,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",11.927,tt3631112,112.0,"Crime,Drama,Mystery"
470,81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2016,Office Christmas Party,Par.,59700000.0,2016,[35],10.729,tt1711525,105.0,Comedy
471,90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2014,Blended,WB,81700000.0,2014,[35],10.613,tt1086772,117.0,"Comedy,Romance"
472,91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,2017,All Eyez on Me,LG/S,,2017,"[18, 10402]",7.249,tt1666185,139.0,"Biography,Drama,Music"
473,15,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,2012,Dredd,LGF,22200000.0,2012,"[28, 878]",13.223,tt1343727,95.0,"Action,Crime,Sci-Fi"
474,16,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,2011,The Rum Diary,FD,10800000.0,2011,"[18, 35]",12.011,tt0376136,119.0,"Comedy,Drama"
475,18,2018-12-21,Welcome to Marwen,45000000.0,10763520.0,12874922.0,2018,Welcome to Marwen,Uni.,2100000.0,2018,"[18, 35, 14]",22.032,tt3289724,116.0,"Biography,Comedy,Drama"
476,19,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0,2011,Johnny English Reborn,Uni.,151800000.0,2011,"[80, 12, 28, 35, 53]",15.542,tt1634122,101.0,"Action,Adventure,Comedy"
477,27,2012-10-12,Argo,44500000.0,136025503.0,227140757.0,2012,Argo,WB,96300000.0,2012,"[18, 53]",15.793,tt1024648,120.0,"Biography,Drama,Thriller"
478,35,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0,2013,The Heat,Fox,70300000.0,2013,"[28, 35, 80]",16.912,tt2404463,117.0,"Action,Comedy,Crime"
479,41,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414530.0,2017,A Monster Calls,Focus,43600000.0,2016,"[18, 14]",11.128,tt3416532,108.0,"Animation,Drama,Fantasy"
480,41,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414530.0,2017,A Monster Calls,Focus,43600000.0,2016,"[18, 14]",11.128,tt3416532,108.0,"Animation,Drama,Fantasy"
481,42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,2011,The Mechanic,CBS,47000000.0,2011,"[28, 53, 80]",14.387,tt0472399,93.0,"Action,Crime,Thriller"
482,44,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0,2012,21 Jump Street,Sony,63100000.0,2012,"[28, 35, 80]",14.836,tt1232829,109.0,"Action,Comedy,Crime"
483,51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,2017,Snatched,Fox,15000000.0,2017,[35],0.725,tt10065960,11.0,Drama
484,51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,2017,Snatched,Fox,15000000.0,2017,[35],0.725,tt1245534,81.0,Comedy
