,id_x,release_date_x,movie,production_budget,domestic_gross_x,worldwide_gross,release_year,title,studio,foreign_gross,year,genre_ids,original_language,original_title,popularity,vote_average,vote_count
272,70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,2014,Need for Speed,BV,159700000.0,2014,"[28, 80, 18, 53]",en,Need for Speed,13.722999999999999,6.1,2389
273,73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,2012,Lincoln,BV,93100000.0,2012,"[36, 18]",en,Lincoln,12.693,6.8,2261
274,77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,2018,Hotel Transylvania 3: Summer Vacation,Sony,361100000.0,2018,"[10751, 14, 35, 16]",en,Hotel Transylvania 3: Summer Vacation,26.815,6.8,1673
275,82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2014,Unbroken,Uni.,47800000.0,2014,"[18, 10752]",en,Unbroken,12.354000000000001,7.4,2240
276,96,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,2012,The Dictator,Par.,119700000.0,2012,[35],en,The Dictator,12.592,6.0,3042
277,98,2012-02-17,This Means War,65000000.0,54760791.0,156974557.0,2012,This Means War,Fox,101700000.0,2012,"[28, 35, 10749]",en,This Means War,12.017000000000001,6.0,2096
278,4,2012-09-14,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,2012,Resident Evil: Retribution,SGem,197700000.0,2012,"[28, 27, 878]",en,Resident Evil: Retribution,1.325,5.7,2321
279,14,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0,2014,"I, Frankenstein",LGF,52100000.0,2014,"[27, 53]",en,"I, Frankenstein",12.7,5.2,1090
280,27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,2011,Hop,Uni.,75900000.0,2011,"[16, 35, 10751]",en,Hop,14.738,5.6,611
281,28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,2017,American Assassin,LGF,31000000.0,2017,"[28, 53]",en,American Assassin,15.434000000000001,6.3,1596
282,33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2015,The Hateful Eight,Wein.,101600000.0,2015,"[80, 18, 9648, 37]",en,The Hateful Eight,20.680999999999997,7.7,8065
283,33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2015,The Hateful Eight,Wein.,101600000.0,2015,"[80, 18, 9648, 37]",en,The Hateful Eight,20.680999999999997,7.7,8065
284,36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,2014,Gone Girl,Fox,201600000.0,2014,"[9648, 53, 18]",en,Gone Girl,31.215,7.9,10459
285,38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,2015,Maze Runner: The Scorch Trials,Fox,230600000.0,2015,"[28, 878, 53]",en,Maze Runner: The Scorch Trials,17.31,6.6,6365
286,39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,2013,2 Guns,Uni.,56300000.0,2013,"[28, 35, 80]",en,2 Guns,14.8,6.5,2368
287,40,2018-01-26,Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,2018,Maze Runner: The Death Cure,Fox,230200000.0,2018,"[28, 878]",en,Maze Runner: The Death Cure,23.166,7.0,3894
288,50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,2016,Sully,WB,115700000.0,2016,"[18, 36]",en,Sully,18.148,7.1,3924
289,68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Jack Reacher,Par.,138300000.0,2012,"[80, 18, 53, 28]",en,Jack Reacher,18.312,6.4,4155
290,71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,2011,Contagion,WB,59800000.0,2011,"[18, 53, 878]",en,Contagion,10.444,6.3,2128
291,80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,2016,London Has Fallen,Focus,143200000.0,2016,"[28, 53]",en,London Has Fallen,15.287,5.9,2591
292,85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,Jack Reacher: Never Go Back,Par.,103400000.0,2016,"[28, 53]",en,Jack Reacher: Never Go Back,17.085,5.6,2831
293,85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,Jack Reacher: Never Go Back,Par.,103400000.0,2016,"[28, 53]",en,Jack Reacher: Never Go Back,17.085,5.6,2831
294,86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2017,Baywatch,Par.,119800000.0,2017,"[28, 35]",en,Baywatch,14.429,6.1,4748
295,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy,Fox,44700000.0,2015,"[18, 35]",en,Joy,10.305,6.5,2723
296,89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,2012,ParaNorman,Focus,51100000.0,2012,"[10751, 16, 12, 35]",en,ParaNorman,13.32,6.8,1358
297,94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,2014,The Boxtrolls,Focus,58400000.0,2014,"[16, 35, 10751, 14]",en,The Boxtrolls,11.219000000000001,6.7,1016
298,95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,2017,The Dark Tower,Sony,62500000.0,2017,"[28, 14, 878, 37, 27]",en,The Dark Tower,15.517000000000001,5.6,2842
299,97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,2014,Jack Ryan: Shadow Recruit,Par.,84900000.0,2014,"[28, 18, 53]",en,Jack Ryan: Shadow Recruit,11.061,6.1,1687
300,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[53, 878, 28, 12]",en,Vice,14.640999999999998,4.3,312
301,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice,Annapurna,28200000.0,2018,"[18, 36, 35]",en,Vice,20.125,7.1,1213
302,4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,2013,Gangster Squad,WB,59200000.0,2013,"[80, 18, 28, 53]",en,Gangster Squad,13.029000000000002,6.3,2527
303,5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,2017,Smurfs: The Lost Village,Sony,152200000.0,2017,"[12, 16, 35, 10751]",en,Smurfs: The Lost Village,15.663,6.2,736
304,6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,First Man,Uni.,60800000.0,2018,"[36, 18]",en,First Man,22.958000000000002,7.1,2304
305,18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,2012,Trouble with the Curve,WB,13200000.0,2012,"[18, 10749]",en,Trouble with the Curve,8.548,6.7,613
306,26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,2013,The Mortal Instruments: City of Bones,SGem,64200000.0,2013,"[28, 12, 18, 9648, 10749, 14]",en,The Mortal Instruments: City of Bones,16.484,6.3,2915
307,29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,2011,Priest,SGem,49200000.0,2011,"[14, 27]",en,Priest,15.318,5.5,1157
308,47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,2017,Rock Dog,LG/S,,2017,"[12, 16, 35, 10751, 10402]",en,Rock Dog,10.362,5.7,123
309,48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,2015,Mortdecai,LGF,39600000.0,2015,"[35, 12]",en,Mortdecai,13.263,5.4,1666
310,54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,2018,Sherlock Gnomes,Par.,47100000.0,2018,"[10749, 16, 35, 10751, 14, 9648, 12]",en,Sherlock Gnomes,12.987,5.4,343
311,56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,2016,Deadpool,Fox,420000000.0,2016,"[28, 12, 35]",en,Deadpool,35.067,7.6,20175
312,57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,American Sniper,WB,197300000.0,2014,"[10752, 28]",en,American Sniper,18.473,7.4,7658
313,57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,American Sniper,WB,197300000.0,2014,"[10752, 28]",en,American Sniper,18.473,7.4,7658
314,58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Goosebumps,Sony,70100000.0,2015,"[12, 27, 35]",en,Goosebumps,18.957,6.2,2147
315,58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Goosebumps,Sony,70100000.0,2015,"[12, 27, 35]",en,Goosebumps,18.957,6.2,2147
316,61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,2012,Red Tails,Fox,489000.0,2012,"[18, 28, 12, 36, 10752]",en,Red Tails,10.247,6.0,256
317,63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,2013,The Internship,Fox,48800000.0,2013,[35],en,The Internship,0.6,6.2,2631
318,71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,2012,That's My Boy,Sony,20800000.0,2012,[35],en,That's My Boy,12.817,5.5,831
319,73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,2012,Ghost Rider: Spirit of Vengeance,Sony,80800000.0,2012,"[28, 14, 53]",en,Ghost Rider: Spirit of Vengeance,18.678,4.8,2039
320,77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,2014,Into the Woods,BV,85100000.0,2014,"[14, 35]",en,Into the Woods,13.725999999999999,5.7,2880
321,84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,2018,Bohemian Rhapsody,Fox,687200000.0,2018,"[18, 10402]",en,Bohemian Rhapsody,37.196999999999996,8.1,7629
322,91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,2017,Fifty Shades Darker,Uni.,267000000.0,2017,"[18, 10749]",en,Fifty Shades Darker,12.083,6.1,4489
323,92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,2013,Captain Phillips,Sony,111700000.0,2013,"[28, 18, 53]",en,Captain Phillips,15.482999999999999,7.6,3909
324,96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,2014,The Equalizer,Sony,90800000.0,2014,"[53, 28, 80]",en,The Equalizer,28.941999999999997,7.2,4989
325,97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,2018,Fifty Shades Freed,Uni.,271500000.0,2018,"[18, 10749]",en,Fifty Shades Freed,22.511999999999997,6.1,3535
326,5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,2015,Paddington,W/Dim.,191800000.0,2015,"[35, 12, 10751]",en,Paddington,13.565,7.0,1904
327,16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,2013,Free Birds,Rela.,54600000.0,2013,"[16, 35, 10751]",en,Free Birds,11.062000000000001,5.8,410
328,20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,2014,Muppets Most Wanted,BV,29200000.0,2014,"[35, 12, 80, 10751]",en,Muppets Most Wanted,9.118,6.2,473
329,22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,2016,Kubo and the Two Strings,Focus,21900000.0,2016,"[16, 12, 10751]",en,Kubo and the Two Strings,13.847000000000001,7.7,2029
330,27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,2012,The Watch,Fox,32900000.0,2012,"[28, 35, 878]",en,The Watch,10.228,5.4,1356
331,33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Crimson Peak,Uni.,43600000.0,2015,"[18, 14, 27, 9648, 10749, 53]",en,Crimson Peak,9.897,6.5,2986
332,33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Crimson Peak,Uni.,43600000.0,2015,"[18, 14, 27, 9648, 10749, 53]",en,Crimson Peak,9.897,6.5,2986
333,42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,2013,Bullet to the Head,WB,,2013,"[28, 80, 53]",en,Bullet to the Head,17.574,5.4,681
334,59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,Black Mass,WB,37200000.0,2015,"[18, 80]",en,Black Mass,14.645999999999999,6.4,2020
335,59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,Black Mass,WB,37200000.0,2015,[27],en,Black Mass,0.9590000000000001,10.0,1
336,66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Zero Dark Thirty,Sony,37100000.0,2012,"[53, 18, 36]",en,Zero Dark Thirty,14.239,6.9,2553
337,72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,2011,The Change-Up,Uni.,38400000.0,2011,[35],en,The Change-Up,12.122,6.0,1406
338,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,[],el,A,0.84,7.0,1
339,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha,Studio 8,62300000.0,2018,"[12, 18]",en,Alpha,24.535999999999998,5.9,1167
340,81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,2011,The Adjustment Bureau,Uni.,65400000.0,2011,"[878, 53, 10749]",en,The Adjustment Bureau,13.717,6.6,2615
341,84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,2012,Ted,Uni.,330600000.0,2012,"[35, 14]",en,Ted,14.475,6.3,7727
342,85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,2014,22 Jump Street,Sony,139600000.0,2014,"[80, 35, 28]",en,22 Jump Street,11.175999999999998,6.9,5167
343,91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,2016,Central Intelligence,WB (NL),89500000.0,2016,"[28, 35, 9648]",en,Central Intelligence,14.478,6.3,3133
344,92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,2013,Anchorman 2: The Legend Continues,Par.,46300000.0,2013,[35],en,Anchorman 2: The Legend Continues,12.08,6.1,1408
345,93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,2011,Super 8,Par.,133100000.0,2011,"[53, 878, 9648]",en,Super 8,14.39,6.7,3934
346,96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,2018,Creed II,MGM,98300000.0,2018,[18],en,Creed II,26.906999999999996,6.7,2236
347,97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,2018,Peter Rabbit,Sony,236000000.0,2018,"[16, 12, 10751]",en,Peter Rabbit,15.974,6.5,650
348,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 35]",en,The Mule,6.1610000000000005,6.4,77
349,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule,WB,68700000.0,2018,"[80, 18, 53]",en,The Mule,33.83,6.5,1584
350,2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,Non-Stop,Uni.,130600000.0,2014,"[10770, 18, 9648, 53]",en,Non-Stop,2.2640000000000002,5.6,23
351,2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,Non-Stop,Uni.,130600000.0,2014,"[28, 53, 9648]",en,Non-Stop,13.562000000000001,6.8,3330
352,7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,2017,The Emoji Movie,Sony,131699999.0,2017,"[16, 10751, 35]",en,The Emoji Movie,14.88,5.4,1447
353,9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,The Post,Fox,97900000.0,2017,"[18, 36]",en,The Post,15.550999999999998,7.0,2506
354,9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,The Post,Fox,97900000.0,2017,"[18, 36]",en,The Post,15.550999999999998,7.0,2506
355,14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,2011,We Bought a Zoo,Fox,44500000.0,2011,"[18, 35, 10751]",en,We Bought a Zoo,9.931000000000001,6.7,1523
356,15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,2011,Moneyball,Sony,34600000.0,2011,[18],en,Moneyball,15.392999999999999,7.1,2255
357,26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,2012,American Reunion,Uni.,178000000.0,2012,[35],en,American Reunion,17.199,6.2,2679
358,30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000.0,52853219.0,69411370.0,2016,13 Hours: The Secret Soldiers of Benghazi,Par.,16600000.0,2016,"[28, 18, 36, 53, 10752]",en,13 Hours: The Secret Soldiers of Benghazi,21.486,7.0,1573
359,32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,American Made,Uni.,83500000.0,2017,"[28, 80]",en,American Made,16.748,6.7,2188
360,32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,American Made,Uni.,83500000.0,2017,"[28, 80]",en,American Made,16.748,6.7,2188
361,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,[18],en,The Judge,16.464000000000002,7.3,2356
362,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge,WB,37300000.0,2014,"[99, 99]",en,The Judge,0.6,7.5,2
363,45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,2016,War Dogs,WB,43200000.0,2016,"[35, 80, 18]",en,War Dogs,10.654000000000002,6.8,2387
364,56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,2016,The Nice Guys,WB,26500000.0,2016,"[35, 80, 9648]",en,The Nice Guys,13.743,7.1,4272
365,64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,2016,Zoolander 2,Par.,27900000.0,2016,[35],en,Zoolander 2,12.997,4.7,1374
366,70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,2015,Run All Night,WB,45200000.0,2015,"[28, 18, 53]",en,Run All Night,17.592,6.4,1684
367,78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,Your Highness,Uni.,3300000.0,2011,"[14, 18, 28, 35, 878]",en,Your Highness,0.6,3.0,4
368,78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,Your Highness,Uni.,3300000.0,2011,"[35, 12, 14]",en,Your Highness,12.254000000000001,5.3,735
369,79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,2016,Snowden,ORF,15700000.0,2016,"[18, 36, 80, 53]",en,Snowden,13.703,7.1,2427
370,80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,2011,Dream House,Uni.,17200000.0,2011,"[18, 53, 9648]",en,Dream House,9.047,6.0,670
371,81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,2016,Free State of Jones,STX,4200000.0,2016,"[28, 18, 36, 10752]",en,Free State of Jones,8.574,6.6,787
372,91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,2011,Drive Angry,Sum.,18200000.0,2011,"[14, 53, 28, 80]",en,Drive Angry,14.095999999999998,5.3,959
373,98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,2018,Early Man,LGF,46400000.0,2018,"[10751, 35, 16, 12]",en,Early Man,16.675,5.9,338
374,2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,2015,Child 44,LG/S,11700000.0,2015,"[80, 53]",en,Child 44,26.386,6.2,903
375,4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,Upside Down,MNE,8000000.0,2013,"[10749, 878, 18, 14]",en,Upside Down,12.454,6.2,1645
376,5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Shanghai,Wein.,9200000.0,2015,"[18, 9648, 10749]",en,Shanghai,6.824,6.1,80
377,11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2015,Chappie,Sony,70500000.0,2015,"[80, 28, 878]",en,Chappie,24.52,6.7,4995
378,13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,2012,Anna Karenina,Focus,56100000.0,2012,"[18, 10749]",en,Anna Karenina,9.987,6.7,1265
379,18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,2015,Taken 3,Fox,237200000.0,2015,"[53, 28]",en,Taken 3,27.679000000000002,6.1,3406
380,20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2018,Instant Family,Par.,53200000.0,2018,"[35, 18]",en,Instant Family,22.634,7.6,782
381,32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,2016,The Infiltrator,BG,,2016,"[80, 18, 53]",en,The Infiltrator,9.588,6.6,943
382,34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Arrival,Par.,102800000.0,2016,"[18, 878, 9648]",en,Arrival,25.441999999999997,7.4,10387
383,34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Arrival,Par.,102800000.0,2016,"[18, 878, 9648]",en,Arrival,25.441999999999997,7.4,10387
384,43,2013-11-01,Mr. Nobody,46500000.0,3622.0,22254.0,2013,Mr. Nobody,Magn.,3500000.0,2013,"[878, 18, 10749, 14]",en,Mr. Nobody,17.242,7.9,3279
385,48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,2013,Prisoners,WB,61100000.0,2013,"[18, 53, 80]",en,Prisoners,14.357999999999999,8.0,5785
386,54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,2012,Taken 2,Fox,236300000.0,2012,"[28, 80, 53]",en,Taken 2,16.078,6.2,4035
387,58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,Uni.,80500000.0,2017,"[35, 10402]",en,Pitch Perfect 3,14.89,6.5,1884
388,58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3,Uni.,80500000.0,2017,"[35, 10402]",en,Pitch Perfect 3,14.89,6.5,1884
389,64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,2011,The Muppets,BV,76600000.0,2011,"[35, 10751, 10402]",en,The Muppets,11.324000000000002,6.6,831
390,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,[53],en,The Girl on the Train,1.595,5.9,25
391,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",en,The Girl on the Train,11.927,6.3,3479
392,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train,Strand,97100.0,2010,"[80, 18, 9648, 10749, 53]",en,The Girl on the Train,11.927,6.3,3479
393,81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2016,Office Christmas Party,Par.,59700000.0,2016,[35],en,Office Christmas Party,10.729000000000001,5.6,1191
394,90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2014,Blended,WB,81700000.0,2014,[35],en,Blended,10.613,6.7,1709
395,91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,2017,All Eyez on Me,LG/S,,2017,"[18, 10402]",en,All Eyez on Me,7.249,6.4,695
396,15,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,2012,Dredd,LGF,22200000.0,2012,"[28, 878]",en,Dredd,13.222999999999999,6.7,2788
397,16,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,2011,The Rum Diary,FD,10800000.0,2011,"[18, 35]",en,The Rum Diary,12.011,5.7,652
